Time UTC,Time Year,Time Month,Time Week,Time Day of Year,Time Day of Month,Time Day of Week,Time Hour,Time Minute,SMP,Generation Total MW,Generation Renewable MW,Generation SNSP,CO2 Rate kg/hr,CO2 Intensity kg/MW,Generator Synchronised Total Capacity MW,Generator Flex. Upward MW,Generator Flex. Downward MW,Generator Largest Source MW,Source Hydro MW,Source Gas MW,Source Coal MW,Source Oil MW,Source Peat MW,Source Dist MW,Source Waste MW,Source Pumped Hydro MW,Wind Total MW,Wind Estimate Error MW,Wind Estimate Error %
1207776600,2008,4,15,100,9,3,22,30,81.29,4420.1,560.16,0.18382842,2091252.693,473.1233892,4606.5,1875.42,1356.88,427.88,49.96,2167.88,810.46,191.74,332.88,0,0,54.64,510.2,-21.97,-20.03922105
1207778400,2008,4,15,100,9,3,23,0,73.99,4101.5,527.6,0.167894673,1955705.701,476.8269417,4530,1708.64,1523.66,409.94,22.12,2127.26,810.9,85.52,332.84,0,0,34.24,505.48,-9.45,-8.64
1207780200,2008,4,15,100,9,3,23,30,61.76,3872.36,506.64,0.145807724,1873105.636,483.7116478,4530,1587.68,1644.62,410.06,17.02,2072.92,810.5,71.8,333.08,0,0,-18.9,489.62,-0.89,-0.854495704
1207782000,2008,4,15,100,9,3,0,0,61.76,3912.98,495.64,0.144646791,1873180.689,478.7094973,4457,1609.26,1427.04,405.54,4.7,2127.12,810.12,71.7,333.34,0,0,-88.38,490.94,29.16,27.20149254
1207783800,2008,4,15,100,9,3,0,30,61.76,3914.04,459.76,0.136396153,1875942.471,479.2854624,4192,1552.4,1299.9,456.3,0.96,2172.24,802.32,71.98,332.68,0,0,-217.46,458.8,47.59,48.43519414
1207785600,2008,4,15,100,9,3,1,0,59.05,3811.66,483.7,0.146324698,1782769.721,467.7147808,4100,1409.08,1122.22,457,0.96,2119.7,728,72.2,333.06,0,0,-223.48,482.74,39.71,37.61307128
1207787400,2008,4,15,100,9,3,1,30,59.05,3744.48,473.46,0.146215229,1743859.98,465.7148602,4100,1399.02,1132.28,456.54,0.96,2106.94,683.5,72.18,333.4,0,0,-223.54,472.5,47.27,46.6196558
1207789200,2008,4,15,100,9,3,2,0,59.05,3694.2,476.3,0.149001137,1721870.438,466.1010335,4100,1345.46,1185.84,456.84,0.94,2053.7,683.88,72.22,333.02,0,0,-222.28,475.36,39.46,36.64902015
1207791000,2008,4,15,100,9,3,2,30,57.8,3636.68,470.48,0.149735473,1707604.528,469.5503942,4100,1287.42,1245.88,456.76,0.94,1994.44,690.6,72.08,334.08,0,0,-220.8,469.54,50.67,49.22523923
1207792800,2008,4,15,100,9,3,3,0,54.02,3584.98,447.3,0.145445721,1712902.609,477.799767,4185,1209.92,1245.38,456.84,0.94,1947.64,709.48,72.2,333.3,0,0,-219.46,446.36,58.82,57.75159548
1207794600,2008,4,15,100,9,3,3,30,54.02,3535.12,354.4,0.12121795,1740714.928,492.406178,4185,1246.62,1255.68,456.64,0.94,1989.4,709.92,72.2,334.14,0,0,-218.1,353.46,87.41,97.44161418
1207796400,2008,4,15,100,9,3,4,0,54.02,3509.344,335.324,0.116678217,1724679.583,491.4535546,4185,1240.9,1261.4,456.66,0.94,1982.36,710.28,72.2,334.1,0,0,-217.7,334.384,92.166,102.6496041
1207798200,2008,4,15,100,9,3,4,30,54.02,3529.752,341.672,0.117779379,1742905.292,493.775566,4185,1258.22,1242.08,449.54,0.94,1998.56,708.9,72.14,333.48,0,0,-215.88,340.732,85.558,95.39195683
1207800000,2008,4,15,100,9,3,5,0,54.02,3555.2,371.92,0.125461296,1730237.737,486.6780314,4185,1277.4,1224.9,439.6,0.94,2016.76,684.86,72.26,334.34,0,0,-214.34,370.98,79,88.03209271
1207801800,2008,4,15,100,9,3,5,30,54.02,3590.616,397.776,0.131408093,1732388.482,482.4766786,4185,1288.82,1211.48,447.8,0.94,2027.06,685,72.26,333.52,0,0,-212.98,396.836,64.514,68.95984095
1207803600,2008,4,15,101,10,4,6,0,57.05,3756.88,436.28,0.132035093,1810696.368,481.968114,4516,1256.46,1467.84,455.7,15.3,2105.08,734.26,72.14,334.06,0,0,-213.62,420.98,54.44,55.02324641
1207805400,2008,4,15,101,10,4,6,30,59.54,3951.28,472.88,0.133263145,1899379.852,480.6998877,4516,1361.96,1596.34,456.6,21.4,2237.38,750.68,81.72,333.54,0,0,-212.2,451.48,51.35,46.44746959
1207807200,2008,4,15,101,10,4,7,0,64.54,4265.04,495.78,0.125930824,2026411.211,475.1212676,4703,1781.48,1631.82,436.22,33.68,2453.86,777.08,110.98,333.46,17.38,0,-42.3,462.1,83.04,75.90493601
1207809000,2008,4,15,101,10,4,7,30,85.06,4653.34,515.22,0.116845105,2210060.153,474.9406131,4870,2194.08,1219.22,416.66,46.56,2640.98,863.6,190.66,333.36,21.92,0,12.54,468.66,84.44,73.74672489
1207810800,2008,4,15,101,10,4,8,0,133.97,5012.286,551.826,0.109292646,2387117.708,476.2532919,4935,2516.48,896.82,420.06,79.02,2713.26,957.76,301.74,333.36,39.34,0,40,472.806,96.884,80.83906281
1207812600,2008,4,15,101,10,4,8,30,209.78,5100.442,560.302,0.104520745,2424998.327,475.4486624,4954,2596.16,817.14,462.36,102.2,2711.16,952.98,380.34,333.18,39.4,0,48.08,458.102,108.378,88.43501889
1207814400,2008,4,15,101,10,4,9,0,130.32,5131.12,573.84,0.105407786,2428163.804,473.2229618,4954,2613.24,800.06,462.16,108.04,2725.54,946.22,387.68,333.16,40,0,49.62,465.8,115.33,86.23126098
1207816200,2008,4,15,101,10,4,9,30,130.32,5146.504,578.184,0.106593524,2435020.184,473.1406375,4954,2624.34,788.96,445.36,104.6,2740.98,925.88,403.54,333.22,40.14,0,49.56,473.584,119.546,83.77611302
1207818000,2008,4,15,101,10,4,10,0,130.32,5096.856,589.416,0.109231259,2409861.048,472.8132497,4954,2563.46,849.84,439.38,107.68,2711.36,926.88,374.52,332.86,39.28,0,47.54,481.736,122.804,80.31759735
1207819800,2008,4,15,101,10,4,10,30,146.44,5094.762,512.78,0.094190857,2416583.028,474.326971,4954,2637.922,775.378,445.84,107.98,2756.88,926.34,357.72,333.2,41.74,0,91.022,404.8,121.37,74.45783872
1207821600,2008,4,15,101,10,4,11,0,138.51,5096.82,476.12,0.087120989,2444903.954,479.6920343,4954,2676.7,736.6,426,107.08,2724.66,925.8,427.54,333.16,40.26,0,94.28,369.04,105.23,58.76965178
1207823400,2008,4,15,101,10,4,11,30,130.32,5098.462,583.66,0.108020811,2404042.249,471.5230296,4954,2570.762,842.538,436.04,107.98,2706.4,925.54,383.12,333.26,41.14,0,50.282,475.68,86.96,42.4609375
1207825200,2008,4,15,101,10,4,12,0,130.32,5103.46,639.66,0.119181888,2369809.696,464.3535357,4954,2519.04,896.26,439.62,106.48,2711.08,924.84,319.84,333.62,40.94,0,58.42,533.18,103.14,50.86049608
1207827000,2008,4,15,101,10,4,12,30,130.32,5083.802,655.4,0.122601156,2365576.198,465.3163514,4954,2466.002,949.298,439.64,107.12,2690.16,925.76,313.56,334.22,40.48,0,49.222,548.28,116.78,54.17768499
1207828800,2008,4,15,101,10,4,13,0,130.32,4988.102,649.5,0.12397902,2321121.707,465.3316446,4954,2356.182,1059.118,439.58,106.16,2632.34,926.2,281,334.16,40.48,0,49.342,543.34,133.22,60.6786609
1207830600,2008,4,15,101,10,4,13,30,79.1,4874.92,687.3,0.1348617,2269556.729,465.5577382,4954,2187.92,1281.88,439.64,104.86,2462.42,926.62,298.46,333.88,40.62,0,50.62,582.44,104.26,42.43213544
1207832400,2008,4,15,101,10,4,14,0,79.1,4886.602,659.18,0.128964872,2280068.735,466.5959567,4954,2227.662,1242.138,445.02,104.04,2485.36,926.42,304.5,333.78,42.08,0,60.222,555.14,139.05,60.04274888
1207834200,2008,4,15,101,10,4,14,30,79.1,4892.362,657.92,0.131363951,2283544.124,466.7569825,4954,2234.682,1235.118,449.58,90.3,2506.48,926.74,304.16,334.08,40.54,0,47.382,567.62,130.42,53.36988992
1207836000,2008,4,15,101,10,4,15,0,79.1,4920.482,660.282,0.16303728,2319252.433,471.3465944,4954,2116.82,1262.98,449.58,77.4,2446.62,898.14,304.02,334.12,39.94,0,18.02,582.882,116.008,45.94630989
1207837800,2008,4,15,101,10,4,15,30,78.77,4958.7,632.34,0.178994495,2346024.003,473.1127116,4935,2083.62,1384.18,449.58,63.5,2479.28,870.78,275.62,333.36,41.2,0,7.38,568.84,139.62,55.9039039
1207839600,2008,4,15,101,10,4,16,0,79.1,5008.7,607,0.175135265,2361207.528,471.4212326,4913,2158.2,1311.6,449.76,48.6,2571.32,870.88,258.6,334.06,40.94,0,7.1,558.4,156.25,63.18109217
1207841400,2008,4,15,101,10,4,16,30,85.06,5095.744,584.404,0.167944858,2416732.703,474.2649363,4892,2267.9,1201.9,448.86,47.32,2627.26,886.64,271.7,333.7,38.74,0,34.56,537.084,173.326,73.83523538
1207843200,2008,4,15,101,10,4,17,0,85.06,5152.682,608.58,0.172131717,2430639.583,471.7231887,4892,2306.562,1071.238,449.46,40.44,2641.26,925.66,255.58,333.32,17.84,0,51.642,568.14,129.77,51.74551907
1207845000,2008,4,15,101,10,4,17,30,85.06,5138.844,608.744,0.17246369,2407773.218,468.5437461,4892,2290.32,1087.48,449.54,41.28,2669.56,905.18,227.56,333.1,18.86,0,57.04,567.464,136.976,55.24295025
1207846800,2008,4,15,101,10,4,18,0,79.1,5055.62,592.58,0.172050115,2357085.047,466.2306595,4892,2229.86,1093.44,449.46,41.56,2679.46,871.32,181.78,332.94,19.66,0,59.08,551.02,149.22,62.90628557
1207848600,2008,4,15,101,10,4,18,30,79.1,4972.3,550.34,0.166526557,2316968.343,465.975171,4748,2248.4,1074.9,443.94,41.2,2635.26,868.04,158.88,332.66,38.2,0,70.04,509.14,204.76,94.15984549
1207850400,2008,4,15,101,10,4,19,0,78.77,4910.6,561.72,0.171180711,2301601.01,468.7005682,4748,2180.3,1143,429.56,39.84,2559.1,860.86,181.66,332.76,37.2,0,58.58,521.88,174.62,75.03115198
1207852200,2008,4,15,101,10,4,19,30,78.77,4837.96,551.98,0.170977023,2271916.652,469.6021984,4769,2117.02,1206.28,429.48,43.6,2534.72,859.7,155.26,332.62,31.56,0,53.32,508.38,200.2,88.59975217
1207854000,2008,4,15,101,10,4,20,0,78.77,4923.66,579.1,0.167448605,2294262.799,465.9669431,4852,2172.52,1150.78,429.66,73.38,2563.4,846.98,202.78,332.62,20.4,0,59.64,505.72,223.34,97.72041129
1207855800,2008,4,15,101,10,4,20,30,85.06,5200.956,676.392,0.162945428,2377355.859,457.099783,4844,2355.664,967.636,429.62,144.32,2600.7,902.48,254.2,332.72,20.52,0,98.544,532.072,207.058,84.54763353
1207857600,2008,4,15,101,10,4,21,0,85.06,5203.3,692.1,0.159306594,2377665.03,456.9532855,4848,2386.5,933.8,429.42,154.04,2583.84,921.82,263.5,332.14,19.2,0,99.84,538.06,218.27,84.07449493
1207859400,2008,4,15,101,10,4,21,30,79.1,5026.742,647.582,0.166696839,2291693.031,455.9002691,4833,2273.38,1049.92,429.68,100.44,2570.96,893.32,170.7,332.54,19.58,0,101.26,547.142,218.058,81.45276063
1207861200,2008,4,15,101,10,4,22,0,78.77,4744.88,626.62,0.177483941,2134641.388,449.8831136,4633,2130.31,933.84,429.56,75.36,2423.12,846.48,90.24,332.66,27.84,0,107.04,551.26,222.27,80.79754267
1207863000,2008,4,15,101,10,4,22,30,62.7,4424.38,599.12,0.16078637,2008804.406,454.0307129,4608,1983.19,1080.96,429.52,62.46,2290.18,863.68,43.1,331.88,17.06,0,104.64,536.66,221.33,81.88763712
1207864800,2008,4,15,101,10,4,23,0,60.01,4131.08,576.118,0.159961076,1923231.55,465.5517565,4608,1785.872,1278.278,429.6,17.046,2215.02,840.72,35.6,331.82,16.78,0,13.282,559.072,188.268,67.60411654
1207866600,2008,4,15,101,10,4,23,30,59.54,3925.598,567.738,0.162410415,1835144.689,467.4815631,4447,1579.71,1484.44,430.74,5.12,2104,790.4,35.4,332.66,19.06,0,-33.66,562.618,187.712,68.96257816
1207868400,2008,4,15,101,10,4,0,0,59.54,4028.78,558.16,0.156970597,1835512.552,455.6000953,4350,1619.05,972.1,429.98,0.76,2268.76,737.12,35.76,332.78,21.2,0,-154.34,557.4,189.44,72.73285725
1207870200,2008,4,15,101,10,4,0,30,57.05,3960.42,548.48,0.157215649,1778238.215,449.0024328,4185,1529.71,838.44,429.36,0.76,2277.32,691.12,35.74,332.84,0,0,-224,547.72,198.14,78.59891309
1207872000,2008,4,15,101,10,4,1,0,57.05,3858.796,523.056,0.154772629,1750567.163,453.6563122,4185,1459.05,909.1,424.08,0.76,2206.3,685.62,35.8,333.08,0,0,-222.92,522.296,221.314,93.76400758
1207873800,2008,4,15,101,10,4,1,30,55.84,3778.22,520.74,0.157476272,1714282.854,453.7276427,4185,1381.51,766.64,423.74,0.76,2127.06,685.8,35.86,333.76,0,0,-221.8,519.98,217.11,90.46438467
1207875600,2008,4,15,101,10,4,2,0,53.91,3730.554,520.734,0.159502851,1710130.699,458.4119942,4185,1315.91,830.24,423.96,0.76,2060.56,705.64,35.68,332.88,0,0,-221.04,519.974,219.796,91.55420041
1207877400,2008,4,15,101,10,4,2,30,53.91,3641.834,494.774,0.156265772,1711500.783,469.9557374,4185,1225.61,1066.54,424.58,0.76,1969.72,733.74,35.76,332.76,0,0,-220.38,494.014,200.536,81.24721459
1207879200,2008,4,15,101,10,4,3,0,53.37,3576.28,438.98,0.143506661,1721236.038,481.2923031,4185,1197.41,1096.74,423.8,0.76,1939.52,753.08,35.82,333.88,0,0,-219.48,438.22,188.4,75.43241512
1207881000,2008,4,15,101,10,4,3,30,53.37,3525.66,404.04,0.135673888,1707682.174,484.3581553,4185,1198.91,1093.24,423.88,0.76,1940.86,737.06,35.82,332.82,0,0,-218.42,403.28,170.2,68.24925816
1207882800,2008,4,15,101,10,4,4,0,53.37,3500.152,378.092,0.129249244,1705576.122,487.2863013,4185,1202.45,1091.7,423.8,0.76,1945.62,731.8,35.86,333.72,0,0,-217.5,377.332,136.698,57.20993886
1207884600,2008,4,15,101,10,4,4,30,53.06,3510.894,388.014,0.131662762,1703136.566,485.1005372,4185,1204.09,1088.06,423.86,0.76,1951,728.42,35.78,332.68,0,0,-216.12,387.254,120.126,49.97399918
1207886400,2008,4,15,101,10,4,5,0,53.06,3547.456,411.976,0.137083025,1708346.069,481.5693468,4185,1217.53,1074.62,423.88,0.76,1960.58,730.76,35.88,333.18,0,0,-214.92,411.216,122.184,54.50068692
1207888200,2008,4,15,101,10,4,5,30,53.06,3589.44,459.26,0.145565882,1697031.988,472.7846094,4209,1233.97,1058.18,430.62,11.76,1973.16,713.04,35.8,333.18,0,0,-213.4,447.5,133.08,64.25260718
1207890000,2008,4,15,102,11,5,6,0,55.86,3770.94,522.98,0.155070089,1738810.324,461.1079263,4209,1333.13,1181.02,460.04,13.22,2074.72,729.68,35.88,332.68,0,0,-213.14,509.76,-4.32,-3.391427226
1207891800,2008,4,15,102,11,5,6,30,59.56,3935.22,512.28,0.145902897,1828039.284,464.5329318,4209,1514.67,1472.48,457.62,13.18,2212.82,765.32,36.64,333.1,0,0,-178.06,499.1,12.87,11.34170522
1207893600,2008,4,15,102,11,5,7,0,64.53,4238.854,505.194,0.147882895,1967775.901,464.2235616,4541,1928.07,1136.08,436.8,14.6,2350.6,808.02,71.82,332.98,0,0,33.98,490.594,12.896,12.05661824
1207895400,2008,4,15,102,11,5,7,30,92.18,4688.82,535.76,0.139173609,2155965.809,459.8098902,4726,2267.39,796.76,446.8,27.34,2615.6,864.58,129.5,332.92,0,0,66.32,508.42,19.33,17.49242116
1207897200,2008,4,15,102,11,5,8,0,109.32,5063.72,599.3,0.128198242,2336918.939,461.5024013,4902,2541.33,599.82,454,94.34,2698.82,967.36,200.6,333.1,24.48,0,95.86,504.96,24.64,21.82075806
1207899000,2008,4,15,102,11,5,8,30,149.05,5164.36,627.98,0.127043816,2392170.983,463.2076352,4902,2601.91,539.24,456.14,116.02,2715.2,973.22,223.3,332.84,82.76,0,64.92,511.96,20.18,16.83209609
1207900800,2008,4,15,102,11,5,9,0,153.75,5199.954,650.234,0.126965354,2384443.955,458.5509709,4929,2615.13,526.02,456.14,134.22,2706,968.86,225.68,333.2,77.6,0,94.18,516.014,24.146,19.42761512
1207902600,2008,4,15,102,11,5,9,30,146.7,5217.88,689.42,0.127250914,2385868.027,457.2485428,4959,2589.15,603,456.02,169.64,2717.96,969.44,226.54,329.86,78.14,0,62.32,519.78,32.67,26.31388184
1207904400,2008,4,15,102,11,5,10,0,111.46,5183.348,685.848,0.124720162,2393106.18,461.6912042,4955,2544.05,648.1,456.04,183.58,2683.12,974.84,240.32,327.52,74.6,0,52.9,502.268,42.422,34.82379596
1207906200,2008,4,15,102,11,5,10,30,111.46,5180.082,694.562,0.127067873,2399703.825,463.2559534,4955,2502.83,689.32,456.06,180.54,2649.04,974.3,269.78,326.64,73,0,48.56,514.022,22.158,16.5431048
1207908000,2008,4,15,102,11,5,11,0,111.46,5164.722,657.126,0.125297354,2410246.874,466.6750454,5084,2495.246,751.404,456.04,154.2,2673.32,950.38,292.22,324.72,73.26,0,49.496,502.926,33.854,25.80866489
1207909800,2008,4,15,102,11,5,11,30,111.46,5162.354,619.974,0.12420574,2429662.398,470.6500945,5069,2494.95,753.7,456.86,122.98,2713.28,924.44,309.5,332.72,73.06,0,45.18,496.994,51.766,40.26696329
1207911600,2008,4,15,102,11,5,12,0,111.46,5169.526,612.832,0.125004111,2433505.39,470.7405263,5069,2507.724,830.926,455.82,110.74,2726.34,924.22,310.06,333.62,73.32,0,45.014,502.092,65.188,49.80517397
1207913400,2008,4,15,102,11,5,12,30,111.46,5161.06,625.58,0.130934343,2418177.246,468.5427502,5046,2483.45,855.2,456.18,94.02,2717.26,923.48,300.8,333.32,68.52,0,47.9,531.56,46.41,31.16752292
1207915200,2008,4,15,102,11,5,13,0,111.46,5054.358,607.958,0.130647255,2368664.996,468.6381527,4935,2413.07,846.58,455.3,91.82,2698.66,925.74,255.7,332.66,39.68,0,49.76,516.138,67.642,44.93917711
1207917000,2008,4,15,102,11,5,13,30,95.59,4951.76,584,0.133940256,2331062.849,470.7544084,4935,2349.87,857.28,453.06,64.96,2675.78,925.98,217.16,333.38,23.54,0,47.72,519.04,52.66,32.33253515
1207918800,2008,4,15,102,11,5,14,0,95.97,4942.61,573.59,0.13599495,2318545.527,469.093359,4892.5,2350.29,854.86,449.7,45.62,2672.18,926.46,209.78,332.8,29.56,0,54.04,527.97,54.1,32.91154642
1207920600,2008,4,15,102,11,5,14,30,95.12,4919.98,549,0.132980215,2320570.42,471.6625718,4870.5,2358.53,756.62,449.7,38.94,2674.3,919.18,210.58,332.4,40.08,0,50.24,510.06,75.42,47.5505958
1207922400,2008,4,15,102,11,5,15,0,87.38,4926.28,549.5,0.141575388,2337715.793,474.5397731,4870.5,2325.01,790.14,449.82,24.86,2674.3,892.84,254.06,329.74,39.54,0,13.5,524.64,68.66,40.37161169
1207924200,2008,4,15,102,11,5,15,30,111.46,4938.84,543.14,0.139595533,2300399.868,465.7773624,4871.5,2335.03,834.62,449.72,28.04,2682,891.18,299.38,299.7,40.14,0,8.96,515.1,81.43,48.48322467
1207926000,2008,4,15,102,11,5,16,0,111.46,4960.502,543.562,0.136776883,2306191.229,464.9108556,4891.5,2372.47,717.18,449.84,39.42,2706.46,890.94,328.16,249.16,42.68,0,25.2,504.142,110.948,68.6151791
1207927800,2008,4,15,102,11,5,16,30,111.46,5041.13,579.81,0.135281177,2302412.756,456.7255271,4782.5,2439.57,650.08,440.78,72.16,2693.14,922.18,331.26,227.96,56.66,0,55.8,507.65,97.06,59.35665362
1207929600,2008,4,15,102,11,5,17,0,111.46,5095.856,603.056,0.131404027,2323795.138,456.0166413,4815,2469.25,710.4,437.8,107.84,2719.94,927.68,331.06,227.8,56.4,0,55.52,495.216,104.914,67.41115316
1207931400,2008,4,15,102,11,5,17,30,111.46,5076.564,610.144,0.132637745,2317282.845,456.4667844,4815,2442.89,736.76,437.7,111.2,2701.82,927.56,329.06,227.78,53.64,0,52.16,498.944,94.936,60.40261624
1207933200,2008,4,15,102,11,5,18,0,111.46,5021.872,583.232,0.134685233,2303673.608,458.7280616,4805,2415.17,764.48,437.76,81.2,2687.14,927.86,328.28,227.78,39.22,0,54.02,502.032,83.248,53.7930678
1207935000,2008,4,15,102,11,5,18,30,111.46,4969.902,540.722,0.132542251,2297355.931,462.253769,4824,2405.71,773.94,437.82,56.34,2677.46,927.58,328.4,227.6,39.38,0,54.42,484.382,96.528,66.66942936
1207936800,2008,4,15,102,11,5,19,0,111.46,4890.684,527.964,0.131021346,2263020.453,462.7206446,4790.5,2339.19,840.46,437.76,61.58,2643.8,921.7,310.04,227.68,32.78,0,52.32,466.384,105.606,81.05643694
1207938600,2008,4,15,102,11,5,19,30,98.87,4790.144,553.704,0.133412273,2195890.33,458.4184379,4780.5,2214.21,875.44,437.64,88.96,2594.66,883.82,288.68,227.7,17.6,0,49.66,464.744,84.966,67.26943083
1207940400,2008,4,15,102,11,5,20,0,96.82,4793.58,582.42,0.136065321,2185352.211,455.8914655,4824,2188.95,900.7,437.78,104.52,2570.78,873.52,296.48,227.5,17.46,0,51.08,477.9,60.94,46.83729152
1207942200,2008,4,15,102,11,5,20,30,111.46,4972.256,622.574,0.13389375,2229873.648,448.4631621,4834,2326.212,853.438,438.04,131.16,2641.94,873.58,330.8,227.5,20.6,0,80.922,491.414,44.886,36.45208183
1207944000,2008,4,15,102,11,5,21,0,111.46,4993.702,611.422,0.131249722,2232663.338,447.0958296,4834,2358.83,820.82,437.58,130.32,2667.58,872.98,327.68,227.7,19.8,0,92.22,481.102,36.398,33.31899195
1207945800,2008,4,15,102,11,5,21,30,108.25,4835.82,561.76,0.132672432,2176284.554,450.0342349,4834,2259.49,830.16,437.52,94.58,2611.56,872.92,276.82,227.34,19.18,0,91.84,467.18,39.85,40.5453528
1207947600,2008,4,15,102,11,5,22,0,78.81,4613.72,546.04,0.138144491,2063366.624,447.2240674,4635.5,2183.63,800.52,437.58,83.02,2474.68,858.06,218.82,227.42,18.86,0,95.5,463.02,30.16,33.42198582
1207949400,2008,4,15,102,11,5,22,30,77.9,4367.858,532.638,0.145869669,1933611.317,442.690975,4453.5,2043.83,940.32,437.54,53.5,2408.74,824.34,141.32,227.4,20.06,0,55.36,479.138,10.572,11.09059628
1207951200,2008,4,15,102,11,5,23,0,60.72,4166.262,512.16,0.132603278,1885592.831,452.5862347,4421,1950.892,1033.258,437.54,34.76,2326.08,866.28,119.14,227.4,18.06,0,22.082,477.4,-3.97,-4.341882211
1207953000,2008,4,15,102,11,5,23,30,60.72,4018.944,496.784,0.136693619,1812726.373,451.045442,4421,1813.53,1167.62,404.76,22.5,2302.34,815.04,79.72,227.04,18.24,0,-0.96,474.284,-5.274,-5.875210267
1207954800,2008,4,15,102,11,5,0,0,60.72,4088.664,502.424,0.139102651,1809507.761,442.5670001,4327,1861.37,814.78,400.96,8.68,2426.96,741.68,74.72,227.56,40.28,0,-74.9,493.744,-6.574,-7.754461705
1207956600,2008,4,15,102,11,5,0,30,59.56,3985.76,472.7,0.136887319,1746293.558,438.1331436,3975,1783.13,893.02,410.1,2.1,2427.5,690.82,69.7,227.64,22.4,0,-124.08,470.6,-10.03,-11.80486083
1207958400,2008,4,15,102,11,5,1,0,57.07,3953.28,484.24,0.140936134,1701775.868,430.4718785,3810,1654.91,652.24,439.84,2.08,2447.54,681.76,36.96,227.78,0,0,-224.66,482.16,-9.11,-10.52631579
1207960200,2008,4,15,102,11,5,1,30,57.07,3848.806,472.206,0.14165588,1654303.941,429.8226361,3810,1563.35,726.8,439.58,2.06,2375.32,662.26,35.46,228.5,0,0,-223.42,470.146,1.034,1.313466204
1207962000,2008,4,15,102,11,5,2,0,55.27,3776.02,479.7,0.146355157,1624962.626,430.3373992,3810,1484.13,804.02,439.72,2.06,2296.14,661.46,35.86,227.86,0,0,-222.64,477.64,-0.78,-0.89275495
1207963800,2008,4,15,102,11,5,2,30,55.27,3670.596,498.116,0.155592171,1585818.112,432.0328665,3810,1360.25,927.9,439.86,2.06,2171.92,661.78,35.84,227.88,0,0,-222.58,496.056,-25.806,-26.14245337
1207965600,2008,4,15,102,11,5,3,0,53.55,3581.624,509.464,0.162614501,1553082.112,433.625113,3810,1260.69,1173.46,439.92,2.04,2071.14,661.9,35.98,228.14,0,0,-220.42,507.424,-25.694,-24.92216068
1207967400,2008,4,15,102,11,5,3,30,53.55,3515.02,491.9,0.160698943,1540166.813,438.1672972,3810,1212.41,1221.74,439.76,2.04,2022.16,662.16,35.88,227.92,0,0,-219.46,489.86,-28.65,-27.45436251
1207969200,2008,4,15,102,11,5,4,0,53.55,3470.16,469.28,0.156280978,1534195.8,442.110969,3810,1191.39,1020.76,439.94,2.04,1999.48,662.5,35.96,227.86,0,0,-218.74,467.24,-29.85,-28.80301057
1207971000,2008,4,15,102,11,5,4,30,53.55,3464.86,452.28,0.151723302,1535441.591,443.1467913,3810,1203.33,1173.82,439.96,1.64,1985.2,688.3,35.96,228.06,0,0,-217.52,450.64,-23.46,-24.14325409
1207972800,2008,4,15,102,11,5,5,0,53.55,3453.96,442.42,0.149804862,1536961.674,444.9853717,3806,1203.83,1173.32,439.86,0,1981.48,691.42,35.92,227.72,0,0,-215.94,442.42,-17.56,-19.69493046
1207974600,2008,4,15,102,11,5,5,30,53.01,3449.3,456.94,0.154234192,1515113.668,439.2525058,3806,1184.75,1192.4,456.4,0,1988.38,665.08,35.96,227.88,0,0,-215.46,456.94,-18.3,-21.06111175
1207976400,2008,4,15,103,12,6,6,0,56.25,3488.724,483.704,0.160168589,1505916.226,431.6524398,3806,1198.29,1178.86,452.54,0,2020.34,645.68,35.96,227.96,0,0,-214.02,483.704,14.526,14.81232219
1207978200,2008,4,15,103,12,6,6,30,54.44,3498.46,493.06,0.162374302,1499077.29,428.4963354,3806,1196.75,1402.4,424.86,0,2040.56,625.72,35.96,228.16,0,0,-213.86,493.06,15.3,15.52196409
1207980000,2008,4,15,103,12,6,7,0,56.25,3657.94,493.92,0.155546564,1564669.791,427.7461607,3950,1317.25,1427.9,425.06,0,2203.72,621.14,35.88,228.22,0,0,-212.02,493.92,15.37,16.62969976
1207981800,2008,4,15,103,12,6,7,30,57.91,3742.25,476.59,0.147392611,1601495.45,427.949883,4045.5,1531.27,1303.88,424.76,0.01,2305.6,620.16,35.98,227.72,0.92,0,-84.06,476.58,33.27,41.59009938
1207983600,2008,4,15,103,12,6,8,0,61.53,3934.746,490.762,0.141493758,1677150.653,426.2411483,4307.5,1776.574,1135.576,424.76,9.08,2397.32,624.26,49.8,227.92,34.7,0,34.924,481.682,19.948,24.83071101
1207985400,2008,4,15,103,12,6,8,30,88.26,4179.67,486.59,0.129964806,1809832.62,433.008496,4470.5,1956.93,955.22,424.8,18.46,2543.66,659.82,102.84,227.84,39.28,0,44.56,468.13,29.48,39.58641064
1207987200,2008,4,15,103,12,6,9,0,94.53,4342.76,483.64,0.123796848,1879321.473,432.7481769,4470.5,2099.43,812.72,424.88,21.08,2665.66,675.26,124.46,227.82,41.08,0,49.78,462.56,28.88,43.16890882
1207989000,2008,4,15,103,12,6,9,30,106.74,4464.726,497.766,0.126629495,1931670.986,432.651631,4489.5,2168.57,794.58,424.72,29.66,2739.08,677.3,123.84,227.88,43.48,0,58.12,468.106,24.544,35.20468172
1207990800,2008,4,15,103,12,6,10,0,105.07,4567.486,500.326,0.137639393,1977455.089,432.9416859,4489.5,2205.35,757.8,424.24,32.34,2677.14,677.48,157.38,228,73.78,0,92.7,467.986,18.014,26.31586636
