Time UTC,Time Year,Time Month,Time Week,Time Day of Year,Time Day of Month,Time Day of Week,Time Hour,Time Minute,SMP,Generation Total MW,Generation Renewable MW,Generation SNSP,CO2 Rate kg/hr,CO2 Intensity kg/MW,Generator Synchronised Total Capacity MW,Generator Flex. Upward MW,Generator Flex. Downward MW,Generator Largest Source MW,Source Hydro MW,Source Gas MW,Source Coal MW,Source Oil MW,Source Peat MW,Source Dist MW,Source Waste MW,Source Pumped Hydro MW,Wind Total MW,Wind Estimate Error MW,Wind Estimate Error %
1199145600,2008,1,1,0,0,1,0,0,47.86,3998.32,705.44,0.155415274,1869782.66,467.6420748,4633,1602.57,1046.58,400.64,159.1,1749.26,1176.74,35.96,224.62,19.94,0,11.3,546.34,94.24,44.4990084
1199147400,2008,1,1,0,0,1,0,30,47.86,3882.84,709.72,0.161618815,1839395.596,473.7242833,4560,1525.29,1123.86,402.8,157.18,1636.12,1177.52,35.84,224.72,19.92,0,-28.66,552.54,66.58,29.74844734
1199149200,2008,1,1,0,0,1,1,0,45.84,3833.78,696.06,0.159790077,1816124.819,473.7164937,3997,1499.63,1060.52,400.96,158.46,1626.96,1167.84,35.96,224.58,7.38,0,-132.78,537.6,66.31,28.80851526
1199151000,2008,1,1,0,0,1,1,30,47.85,3712.48,619.88,0.144641857,1788198.954,481.6723467,3905,1452.81,827.34,400.88,157.98,1599.84,1157.36,35.86,224.46,0,0,-155.22,461.9,83.04,37.53389984
1199152800,2008,1,1,0,0,1,2,0,45.83,3552.6,580.58,0.140060801,1756072.314,494.3062304,3905,1331.83,948.32,401.6,158.06,1479.16,1157.18,35.82,224.8,0,0,-153.98,422.52,72.94,31.1536326
1199154600,2008,1,1,0,0,1,2,30,44.86,3401.8,584.78,0.147233817,1696212.259,498.621982,3562,1281.69,909.46,401.84,158.98,1339.32,1141.94,35.84,224.86,0,0,-153.04,425.8,82.6,36.06671906
1199156400,2008,1,1,0,0,1,3,0,41.43,3307.08,590.22,0.152944592,1654455.526,500.2768381,3562,1194.85,996.3,401.84,159.42,1247.5,1133.38,35.82,225.16,0,0,-152.4,430.8,92.74,39.92079549
1199158200,2008,1,1,0,0,1,3,30,41.43,3228.6,590.3,0.156922505,1622755.403,502.6189069,3562,1116.27,1074.88,402,158.74,1189.32,1112.98,35.82,225.1,0,0,-152.16,431.56,87.16,37.81016832
1199160000,2008,1,1,0,0,1,4,0,41.43,3142.6,567.48,0.154006237,1578311.435,502.2310936,3562,1053.45,1137.7,401.52,158.5,1171.24,1068.16,35.9,224.82,0,0,-151.84,408.98,97.32,43.96061071
1199161800,2008,1,1,0,0,1,4,30,41.43,3055.22,525.72,0.144912641,1546960.468,506.3335759,3562,1011.71,893.44,400.88,158.04,1160.46,1032.68,35.9,225.4,0,0,-151.5,367.68,105.28,49.1824722
1199163600,2008,1,1,0,0,1,5,0,41.43,3027.24,523.2,0.145426197,1526112.688,504.1267584,3562,987.79,917.36,400.72,158.02,1160.24,1007.54,35.94,225.26,0,0,-164.64,365.18,104.99,49.66062011
1199165400,2008,1,1,0,0,1,5,30,36.45,3050.66,535.46,0.148138436,1529829.114,501.4748003,3489,921.49,1415.66,400.8,158.54,1170.1,1008.94,35.9,225.26,0,0,-220.52,376.92,94.34,43.20982
1199167200,2008,1,1,1,1,2,6,0,50.9,3050.76,532.76,0.146828987,1520405.365,498.3693784,3489,925.59,1411.56,401.44,159.82,1190.4,991.5,35.92,225.18,0,0,-218.56,372.94,157.88,64.15278342
1199169000,2008,1,1,1,1,2,6,30,50.9,3061.12,525.46,0.144071451,1537976.939,502.4229495,3489,943.63,1393.52,402.32,159.52,1185.66,1013.68,35.88,225.36,0,0,-217.68,365.94,162.77,67.32013979
1199170800,2008,1,1,1,1,2,7,0,49.82,3083.06,534.64,0.166419077,1554250.079,504.1257969,3489,908.51,1142.64,401.36,157.68,1145.4,1006.02,35.9,224.98,0,0,-218.3,376.96,148.84,60.44018517
1199172600,2008,1,1,1,1,2,7,30,49.61,3067.26,546.62,0.173594674,1522809.093,496.4721259,3489,860.47,1476.68,400.88,158.44,1153.04,962.5,35.8,225.02,0,0,-216.42,388.18,137.84,54.76795931
1199174400,2008,1,1,1,1,2,8,0,49.61,3004.5,564.98,0.182799135,1436370.866,478.0731789,3489,833.03,1177.12,401.12,160.08,1188.88,845.32,35.96,225.04,0,0,-213.72,404.9,121.33,46.69322096
1199176200,2008,1,1,1,1,2,8,30,49.61,3003.56,579.88,0.187863735,1426396.937,474.9020952,3489,834.67,1175.48,401.28,159.82,1183.96,834.94,35.88,224.7,0,0,-213.08,420.06,108.11,40.39758608
1199178000,2008,1,1,1,1,2,9,0,49.61,3107.78,596.96,0.187098186,1470488.986,473.1637975,3489,921.85,1088.3,401.04,159.78,1258.88,847.18,35.8,224.68,0,0,-212.7,437.18,101.7,37.18328397
1199179800,2008,1,1,1,1,2,9,30,50.9,3149.5,597.52,0.184981743,1495898.239,474.9637208,3581,1008.99,1013.16,400.24,159.24,1285,849.9,35.88,224.94,11.94,0,-113.74,438.28,102.97,37.70897039
1199181600,2008,1,1,1,1,2,10,0,50.9,3250.78,598.36,0.179286202,1560802.572,480.1317137,3727,1166.75,1393.4,401.2,159.82,1303.36,918.42,35.84,224.54,20.36,0,-20.38,438.54,94.26,34.15093656
1199183400,2008,1,1,1,1,2,10,30,52.26,3409.38,717.58,0.205720688,1581672.056,463.9177961,3800,1232.63,1327.52,401.68,160.46,1316.82,938.96,35.86,224.06,21.78,0,10.06,557.12,81.75,29.00633349
1199185200,2008,1,1,1,1,2,11,0,52.26,3596.702,761.14,0.207250976,1638911.343,455.6705958,3800,1354.332,1205.818,400.72,159.98,1413.96,983.68,35.84,224.28,19.96,0,13.582,601.16,102.44,37.75337215
1199187000,2008,1,1,1,1,2,11,30,51.97,3778.482,766.54,0.198878809,1710510.701,452.6978563,4244,1418.812,1364.338,400.96,159.96,1578.66,997.5,35.84,224.46,19.56,0,11.042,606.58,99.1,36.04553886
1199188800,2008,1,1,1,1,2,12,0,53.12,3976.442,791.38,0.192639551,1733491.781,435.9404164,4278,1576.392,1072.758,400.72,170.36,1708.36,975.52,35.8,224.02,35.56,0,60.802,621.02,89.18,31.33190458
1199190600,2008,1,1,1,1,2,12,30,65.61,4107.982,813.06,0.200346545,1782986.272,434.0297188,4259,1641.992,1141.158,401.04,175.24,1775.04,999.78,35.88,224.26,19.74,0,55.022,637.82,69.38,23.80347892
1199192400,2008,1,1,1,1,2,13,0,64.64,4192.76,805.34,0.195704023,1856803.261,442.8594198,4259,1720.29,1062.86,401.28,175.2,1786.92,1073.88,35.8,224.26,30.4,0,45.76,630.14,74.42,25.992805
1199194200,2008,1,1,1,1,2,13,30,60.94,4167.84,812.84,0.19758436,1866685.313,447.8783525,4282,1667.31,981.84,401.12,179.2,1784.68,1092.4,35.8,224.36,18.62,0,9.28,633.64,68.7,23.94145321
1199196000,2008,1,1,1,1,2,14,0,60.94,4131.22,813.3,0.193816839,1840234.799,445.4458486,4267,1644.47,1176.68,401.92,186.46,1782.24,1070.38,35.88,225.74,19.82,0,10,626.84,73.92,26.15896383
1199197800,2008,1,1,1,1,2,14,30,60.94,4093.824,823.48,0.18943169,1837421.508,448.8276752,4387,1619.174,1201.976,401.68,186.92,1760.68,1058.34,35.8,238.38,19.96,0,18.244,636.56,62.73,21.87658024
1199199600,2008,1,1,1,1,2,15,0,60.94,4075.6,814.22,0.173839435,1775809.002,435.7171955,4387,1638.47,1048.68,401.52,185.92,1770.34,1012.4,50.84,246.92,19.22,0,81.46,628.3,69.63,24.67792525
1199201400,2008,1,1,1,1,2,15,30,60.94,4115.662,838.58,0.179455942,1841141.753,447.3500868,4645,1520.272,1296.878,402.16,186.14,1757.44,1021.8,79.44,261.06,18.56,0,52.642,652.44,47.8,16.16393886
1199203200,2008,1,1,1,1,2,16,0,60.94,4276.854,856.9,0.196541664,1907640.434,446.0382407,4645,1561.784,1389.366,402.24,186.12,1765.62,996.6,134.88,267.62,19.22,0,66.214,670.78,32.75,10.69370296
1199205000,2008,1,1,1,1,2,16,30,80.4,4601.56,857.96,0.176983458,2051507.643,445.8287282,4679,1888.61,928.54,402.4,188.56,1851.54,1079.58,217.08,283.8,35.2,0,131.4,669.4,34.78,11.36564165
1199206800,2008,1,1,1,1,2,17,0,103.35,4816.16,890.32,0.172656224,2190761.25,454.8771739,4664,2053.57,952.08,402.72,203.78,1918.06,1113.9,257.76,318.76,34.2,0,138.16,686.54,19.17,6.086777056
1199208600,2008,1,1,1,1,2,17,30,103.35,4866.16,909.68,0.174630509,2196291.757,451.3398155,4664,2069.17,881.98,402.8,204.82,1992.78,1115.64,212.84,329.48,20.4,0,140.42,704.86,6.05,1.851143578
1199210400,2008,1,1,1,1,2,18,0,103.35,4808.54,921.26,0.179222799,2163069.334,449.8391058,4664,2015.97,935.18,402.88,204.46,1977.2,1116.2,159.44,329.42,20.16,0,139.86,716.8,-0.26,-0.077503204
1199212200,2008,1,1,1,1,2,18,30,83.35,4708.44,931.5,0.185008198,2113705.791,448.9184933,4664,1962.21,988.94,402.88,205.4,1896.74,1115.52,124.88,329.34,21.68,0,143.78,726.1,-8.26,-2.423922294
1199214000,2008,1,1,1,1,2,19,0,80.96,4656.4,918.56,0.184734988,2090590.849,448.9714906,4501,2013.97,937.18,403.52,203.36,1835.48,1129.4,115.88,329.36,22.1,0,160.62,715.2,4.05,1.205841633
1199215800,2008,1,1,1,1,2,19,30,74.71,4553.46,925.56,0.190742864,2052966.486,450.8585749,4501,1904.47,1046.68,403.52,202.02,1780.92,1134.6,66.64,329.36,19.48,0,151.9,723.54,-2.75,-0.806203368
1199217600,2008,1,1,1,1,2,20,0,75.22,4467.7,937.8,0.196754482,2012152.66,450.3777469,4501,1849.77,1063.38,404.24,203.7,1695.02,1135.94,35.82,329.26,23.98,0,164.94,734.1,-10.58,-3.050309932
1199219400,2008,1,1,1,1,2,20,30,89.16,4415.04,922.22,0.195989164,2003095.509,453.6981566,4400,1832.63,1080.52,402.8,201.92,1671.9,1136.76,35.76,329.16,20.42,0,153.82,720.3,5.37,1.571071225
1199221200,2008,1,1,1,1,2,21,0,64.38,4326.86,925.88,0.210947431,1970096.111,455.3177387,4400,1701.97,1077.18,402.16,200.08,1625.1,1091.02,35.78,329.2,16.94,0,116,725.8,0.76,0.218994929
1199223000,2008,1,1,1,1,2,21,30,53.12,4211.74,922.06,0.219733412,1902537.974,451.7225597,4400,1583.53,1329.62,402.4,187.12,1584.12,1034.46,35.8,329.52,18.48,0,96.78,734.94,-6.23,-1.767551388
1199224800,2008,1,1,1,1,2,22,0,52.27,4074.34,912.44,0.224689152,1845835.305,453.0390948,4290,1500.83,1362.32,402.4,187.46,1478.88,1019.72,35.88,323.6,18.68,0,94.66,724.98,5.97,1.714704235
1199226600,2008,1,1,1,1,2,22,30,52.26,3961.502,911.78,0.228539579,1793870.713,452.825901,3947,1515.572,1124.578,403.84,188.82,1400.92,999.72,35.9,319.98,23.02,0,87.782,722.96,12.39,3.562443393
1199228400,2008,1,1,1,1,2,23,0,53.12,3993.6,922.78,0.213882212,1827675.496,457.6511157,3943,1604.05,1036.1,403.68,184.62,1428.28,1050.48,35.7,320.12,60.02,0,60.22,738.16,18.16,5.224095276
1199230200,2008,1,1,1,1,2,23,30,52.93,3946.64,925.62,0.216715991,1847908.522,468.2232285,3797,1445.296,1048.854,403.92,177.92,1421.98,1093.08,35.9,320.64,41.82,0,-119.714,747.7,10.8,3.017096882
1199232000,2008,1,1,1,1,2,0,0,51.97,3790.8,902.62,0.216244592,1789510.026,472.0665892,3774,1316.33,1031.82,402.72,157.94,1359.62,1076.3,35.8,320.14,21.26,0,-156.58,744.68,22.17,6.179877071
1199233800,2008,1,1,1,1,2,0,30,51.45,3657.12,911.1,0.22616157,1684389.565,460.5781502,3609,1115.85,1009.3,401.92,159.06,1331.8,982.76,35.78,320.62,0,0,-225.74,752.04,14.6,3.917990554
1199235600,2008,1,1,1,1,2,1,0,51.45,3516.58,906.12,0.233988705,1572459.235,447.155826,3609,984.11,976.04,402.96,158.28,1324.94,854.06,35.88,320.58,0,0,-225.28,747.84,21.57,5.688216136
1199237400,2008,1,1,1,1,2,1,30,50.9,3378.34,860.96,0.229953172,1490607.887,441.224947,3609,891.49,1214.66,403.28,159.1,1332.34,753.48,35.88,320.68,0,0,-222.84,701.86,46.03,12.11267976
1199239200,2008,1,1,1,1,2,2,0,50.9,3257.02,787.06,0.216123942,1463120.524,449.2206138,3609,842.81,1263.34,397.92,158.22,1310.94,727,36,320.94,0,0,-223.54,628.84,33.37,8.355764777
1199241000,2008,1,1,1,1,2,2,30,50.9,3158.9,768.24,0.216607047,1448261.901,458.4703221,3609,763.93,1342.22,398.58,159.06,1230.64,727.82,36,321.14,0,0,-221.68,609.18,25.96,6.287541174
1199242800,2008,1,1,1,1,2,3,0,49.82,3096.06,745,0.213406717,1433502.784,463.008722,3609,736.95,1515.2,398.62,159.28,1202.12,716.12,36,321.82,0,0,-220.36,585.72,59.11,14.55714127
1199244600,2008,1,1,1,1,2,3,30,49.82,3059.68,737.28,0.213584427,1417540.627,463.2970204,3609,723.99,1528.16,397.1,158.78,1189.8,696.18,36,325.42,0,0,-219.78,578.5,52.71,13.33029855
1199246400,2008,1,1,1,1,2,4,0,49.61,3034.02,738.82,0.216702593,1421612.519,468.5573986,3609,666.51,1585.64,388.16,156.34,1145.02,683.46,66.16,325.56,0,0,-219.84,582.48,34.78,8.899920674
1199248200,2008,1,1,1,1,2,4,30,49.61,3001.66,726.9,0.22460905,1415424.906,471.5473793,3609,645.28,1653.02,384.76,127.76,1124.2,677.46,72.58,325.46,0,0,-218.94,599.14,9.05,2.293665176
1199250000,2008,1,1,1,1,2,5,0,49.61,3007,749.38,0.231606252,1401634.542,466.1238916,3609,617.82,1680.48,371.84,128.02,1116.2,668.68,72.26,325.4,0,0,-217.3,621.36,-23.23,-5.781986982
1199251800,2008,1,1,1,1,2,5,30,49.61,3030.6,771.56,0.236705603,1404488.709,463.4358574,3856,597.12,1701.18,329.84,129.2,1141.18,644.82,72.56,325.48,0,0,-214.6,642.36,-49.73,-12.13474373
1199253600,2008,1,1,2,2,3,6,0,49.43,3167.04,793.6,0.233435637,1440473.2,454.8326513,3856,657.7,1640.6,328.42,129.3,1238.92,661.44,72.34,325.74,0,0,-213.4,664.3,-53.43,-12.430062
1199255400,2008,1,1,2,2,3,6,30,49.5,3354.2,822.08,0.224476775,1512241.19,450.8500359,3957,717.58,2041.72,319.22,144.2,1311.36,747.58,72.34,325.78,0,0,-213.02,677.88,-59.33,-13.46710399
1199257200,2008,1,1,2,2,3,7,0,50.38,3633.14,872.24,0.234397794,1633084.165,449.496624,4447,851.6,1907.7,392.88,156.84,1448.84,777.94,72.44,325.48,0,0,-166.44,715.4,-65.08,-14.41864587
1199259000,2008,1,1,2,2,3,7,30,52.28,3735.062,879.02,0.231840864,1693988.285,453.5368584,4685,1043.802,1938.498,402.08,157.42,1480.08,811.28,73.12,324.76,19.84,0,-25.398,721.6,-60.92,-13.32924908
1199260800,2008,1,1,2,2,3,8,0,54.71,3918.402,873.92,0.219763056,1843702.487,470.5240776,4758,1272.382,1709.918,402.16,157,1482.98,992.7,72.02,325.04,19.34,0,8.202,716.92,-48.64,-10.6043429
1199262600,2008,1,1,2,2,3,8,30,54.71,4061.002,888.46,0.22513163,1927559.35,474.6511697,4758,1288.802,1559.498,391.12,157.66,1507.22,1061.94,72.18,325.02,17.22,0,5.502,730.8,-54.23,-11.53522999
1199264400,2008,1,1,2,2,3,9,0,57.09,4290,934.5,0.214144522,1978595.14,461.2109884,4758,1476.82,1505.48,397.68,160.16,1639.6,1082.42,72.44,325.32,22.56,0,68.82,774.34,-51.45,-10.77633605
1199266200,2008,1,1,2,2,3,9,30,108.58,4450.5,1053.74,0.233443433,1986183.943,446.2833262,4758,1469.3,1513,393.68,159.06,1675.74,1078.28,72.52,325.46,19.1,0,81.4,894.68,-63.43,-12.94846539
1199268000,2008,1,1,2,2,3,10,0,55.36,4570.58,1085.82,0.235274298,2019959.638,441.9482074,4766,1485.8,1534.5,402,166.42,1777.64,1077.96,72.4,325.48,19.9,0,55.44,919.4,-72.88,-14.54574485
1199269800,2008,1,1,2,2,3,10,30,55.82,4679.06,1115.68,0.229631593,2060922.023,440.4564214,4839,1564.16,1716.14,401.84,185.48,1838.14,1097.24,72.54,325.62,29.88,0,55.7,930.2,-85.23,-16.74048613
1199271600,2008,1,1,2,2,3,11,0,55.82,4776.062,1114.48,0.226362221,2104273.26,440.5875092,4839,1653.482,1626.818,402.4,186.56,1858.76,1139.04,72.34,325.5,30.42,0,82.322,927.92,-86.02,-16.81950609
1199273400,2008,1,1,2,2,3,11,30,58,4845.06,1131.06,0.2315348,2125714.007,438.7384278,4839,1687.26,1543.04,402.24,186.72,1880.62,1145.56,72.48,325.68,23.42,0,88.78,944.34,-91.57,-17.72156798
1199275200,2008,1,1,2,2,3,12,0,58.2,4919.36,1120.86,0.219191114,2152333.975,437.5231687,4781,1807.36,1422.94,402.24,186.78,2020.34,1158.66,72.48,325.62,21.56,0,55.64,934.08,-78.98,-15.39841298
1199277000,2008,1,1,2,2,3,12,30,109.7,4980.78,1120.96,0.216500227,2188200.391,439.3288584,4781,1868.76,1361.54,417.18,186.82,2055.38,1189.86,72.42,325.54,21.38,0,51.04,934.14,-75.77,-14.69735323
1199278800,2008,1,1,2,2,3,13,0,109.7,4990.66,1125.94,0.217201733,2191551.45,439.1305859,4781,1873.44,1356.86,414.76,186.1,2059.64,1193.74,72.36,325.86,20.36,0,48.62,939.84,-77.72,-14.92491454
1199280600,2008,1,1,2,2,3,13,30,109.7,4961.042,1129.68,0.21932086,2183755.25,440.1807624,4781,1839.902,1390.398,414.74,185.82,2026.34,1194.34,72.42,325.94,20.28,0,47.842,943.86,-74.84,-14.22543243
1199282400,2008,1,1,2,2,3,14,0,58,4994.04,1123.54,0.21624977,2193557.627,439.2350936,4781,1879.1,1351.2,412.26,187.72,2056.1,1194.54,72.36,325.9,22.98,0,54.48,935.82,-59.51,-11.33081368
1199284200,2008,1,1,2,2,3,14,30,57.04,5036.242,1126.9,0.213512377,2202557.529,437.3414798,4781,1925.742,1304.558,404.76,187.8,2092.94,1194.92,79.38,325.74,22.96,0,57.202,939.1,-60.74,-11.5053132
1199286000,2008,1,1,2,2,3,15,0,58.2,5097.9,1121.14,0.197163538,2248170.579,440.9993485,5020,1989.1,1291.2,404.68,185.22,2171.44,1194.34,137.52,325.68,19.62,0,58.96,935.92,-55.39,-10.50276364
1199287800,2008,1,1,2,2,3,15,30,58.2,5199.74,1117.5,0.192748099,2332573.408,448.5942389,5183,2007.46,1362.84,404.76,184.32,2255,1192.92,211.26,325.82,18.28,0,9.9,933.18,-52.29,-9.923048458
1199289600,2008,1,1,2,2,3,16,0,58.2,5379.542,1120.04,0.186145958,2403068.33,446.7050039,5183,2169.642,1200.658,415.28,187.8,2342.86,1193.56,271.92,325.74,26.1,0,30.182,932.24,-49.62,-9.420028477
1199291400,2008,1,1,2,2,3,16,30,138.98,5655.36,1114.2,0.186156142,2525091.824,446.495329,5217,2363.28,1007.02,426.3,196.08,2444.3,1193.98,373.32,325.1,24.76,0,45.04,918.12,-35.26,-6.773604841
1199293200,2008,1,1,2,2,3,17,0,171,5840.708,1130.38,0.183262029,2575224.184,440.9095924,5202,2520.248,850.052,440.3,204.2,2579.22,1192.74,384.48,324.7,19.22,0,65.768,926.18,-42.19,-8.036113942
1199295000,2008,1,1,2,2,3,17,30,171,5883.26,1168.24,0.189123037,2566443.567,436.22814,5217,2508.04,862.26,453.84,216.52,2578.7,1191.86,354.26,325.08,17.28,0,86.9,951.72,-68.68,-12.77244663
1199296800,2008,1,1,2,2,3,18,0,135.88,5756.74,1180.96,0.19668076,2502818.004,434.7630785,5217,2371.32,998.98,453.84,217.92,2529.18,1191.48,256.38,324.68,17.6,0,87.26,963.04,-80.38,-14.80158365
1199298600,2008,1,1,2,2,3,18,30,60.97,5623.68,1184.28,0.202952515,2414036.463,429.2627716,5054,2311.06,1059.24,453.76,220.6,2397.82,1192.28,167.88,325.04,34.12,0,144.6,963.68,-79.95,-14.72307905
1199300400,2008,1,1,2,2,3,19,0,58,5591.18,1195.36,0.200236802,2395014.813,428.3558771,5054,2306.4,1063.9,453.8,220.06,2346.58,1190.86,157.3,324.78,71.62,0,160.42,975.3,-81.24,-14.9387665
1199302200,2008,1,1,2,2,3,19,30,58.2,5479.6,1178.88,0.202160742,2377717.321,433.9216953,5054,2211.18,1069.12,453.9,215.32,2312.02,1191.44,158.14,325.06,60.16,0,109.7,963.56,-70.94,-13.19691192
1199304000,2008,1,1,2,2,3,20,0,71.83,5324.74,1139.96,0.206263592,2327898.471,437.1853783,5039,2135.1,1145.2,453.98,185.86,2247.92,1193.36,158.04,324.92,19.3,0,97.04,954.1,-71.75,-13.36611991
1199305800,2008,1,1,2,2,3,20,30,71.83,5231.28,1128.78,0.211837256,2287754.135,437.322058,4857,2067.84,1078.46,453.98,164.8,2144.9,1192.6,156.56,324.9,21.42,0,117.92,963.98,-83.77,-15.4918768
1199307600,2008,1,1,2,2,3,21,0,58,5093.08,1123.62,0.22498763,2262104.099,444.1524774,4610,2003.72,1142.58,453.84,163.62,2065.52,1199.02,118.96,324.74,19.02,0,56.32,960,-83.27,-15.46547801
1199309400,2008,1,1,2,2,3,21,30,58,4891.51,1093.5,0.228726917,2204367.494,450.6517403,4610,1866.35,1241.95,426.9,164.14,1927.38,1202.18,78.04,325.26,19.8,0,55.89,929.36,-71.68,-13.45345345
1199311200,2008,1,1,2,2,3,22,0,55.82,4693.92,996.4,0.218146027,2168912.687,462.0685242,4509,1792.61,1315.69,411.96,161.84,1843.3,1199.68,72.02,325.16,15.34,0,52.61,834.56,-70.23,-13.19505115
1199313000,2008,1,1,2,2,3,22,30,53.38,4509.342,948.24,0.211507577,2065315.334,458.0081381,4509,1691.762,1366.538,404.24,163.94,1732.92,1140.78,72.3,325.44,25.5,0,94.702,784.3,-77.13,-14.63137028
1199314800,2008,1,1,2,2,3,23,0,55.36,4483.66,1056.82,0.216970065,2014654.255,449.3325218,4410,1676.26,1382.04,404.34,159.14,1755.4,1132.6,72.48,329.08,38.94,0,18.74,897.68,-92.63,-17.59738594
1199316600,2008,1,1,2,2,3,23,30,54.71,4424.94,1075.06,0.224097954,1991363.413,450.0317322,4264,1474.68,1226.62,403.12,158.44,1731.84,1131.94,72.3,329.02,9.78,0,-164.44,916.62,-100.57,-19.13596103
1199318400,2008,1,1,2,2,3,0,0,52.27,4237.46,1049.6,0.227867638,1909469.992,450.6166411,4099,1237.54,1305.76,403.44,159.08,1616.74,1094.8,72.38,328.88,0,0,-227.18,890.52,-105.86,-20.22351705
1199320200,2008,1,1,2,2,3,0,30,51.98,4001.6,977.5,0.223460616,1840116.654,459.8452255,4099,1161.18,1172.12,403.92,158.38,1495.3,1052.58,72.34,328.8,0,0,-226.34,819.12,-109.35,-20.93604312
1199322000,2008,1,1,2,2,3,1,0,51.46,3839.74,936.86,0.222457771,1767474.838,460.3110726,4099,1085.16,1248.14,402.72,157.68,1443.96,982.82,72.26,328.84,0,0,-225.34,779.18,-108.02,-20.82152701
1199323800,2008,1,1,2,2,3,1,30,49.71,3705.62,935.36,0.230061366,1658303.295,447.5103478,4099,965.96,1513.34,402.96,157.9,1440.6,853.42,72.18,329,0,0,-224.16,777.46,-105,-20.23589269
1199325600,2008,1,1,2,2,3,2,0,49.71,3580.64,941.06,0.239147192,1535392.012,428.8037927,4099,834.74,1644.56,404.08,159.82,1467,695.04,72.06,330.42,0,0,-221.16,781.24,-106.73,-20.47322636
1199327400,2008,1,1,2,2,3,2,30,49.5,3473.98,936.94,0.245390014,1453016.639,418.2570535,4099,772.52,1525.78,403.92,159.46,1462.52,597.16,72.06,330.3,0,0,-220.1,777.48,-100.86,-19.37938323
1199329200,2008,1,1,2,2,3,3,0,49.5,3409.36,932.78,0.248633175,1415807.922,415.2708783,4099,743.86,1554.44,403.6,160.18,1439.54,559.36,72.1,330.5,0,0,-218.84,772.6,-94.06,-18.11947371
1199331000,2008,1,1,2,2,3,3,30,49.5,3384.36,933.6,0.250907114,1407031.918,415.7453458,4099,718.88,1579.42,403.84,159.44,1416.62,556.76,72,330.38,0,0,-218.36,774.16,-91.49,-17.52430206
1199332800,2008,1,1,2,2,3,4,0,49.5,3360.16,939.12,0.254755726,1396649.21,415.6496148,4099,689.28,1609.02,402.64,158.16,1390.62,552.9,72.12,330.34,0,0,-218.36,780.96,-94.15,-17.8434364
1199334600,2008,1,1,2,2,3,4,30,49.5,3326.2,931.76,0.25516806,1373747.367,413.0080474,4099,663.12,1635.18,403.44,158.02,1364,553.14,72.04,330.26,0,0,-217.26,773.74,-84.52,-16.08924084
1199336400,2008,1,1,2,2,3,5,0,49.5,3342.86,931.2,0.253393801,1377713.554,412.1361809,4099,681.2,1617.1,403.92,159.2,1381.72,552.56,71.96,330.36,0,0,-215.14,772,-79.96,-15.21540569
1199338200,2008,1,1,2,2,3,5,30,49.5,3372.48,910.72,0.24514304,1415469.387,419.7117215,4099,721.98,1576.32,404.64,158.98,1390.18,590.86,72.02,333.7,0,0,-214.16,751.74,-60.07,-11.65581675
1199340000,2008,1,1,3,3,4,6,0,51.49,3518.26,947.44,0.245354238,1487902.014,422.9084871,4099,786.34,1511.96,404.8,159.3,1447.78,640.58,71.96,335.42,0,0,-212.64,788.14,-64,-12.32855602
1199341800,2008,1,1,3,3,4,6,30,51.49,3712.3,984.02,0.242399591,1563709.218,421.2238282,4200,884.36,1559.94,404.8,159.16,1561.6,684.64,72.02,335.02,0,0,-211.14,824.86,-74.71,-14.25368934
1199343600,2008,1,1,3,3,4,7,0,51.49,3924.74,972.36,0.242370195,1680709.324,428.2345643,4273,1107.86,1663.44,404.72,157.84,1647.72,759.32,72.02,334.8,1.66,0,-85.54,814.52,-56.34,-10.9472457
1199345400,2008,1,1,3,3,4,7,30,56.05,4118.9,1007.84,0.24155964,1788618.424,434.2466252,4511,1326.62,1521.68,404.48,157.88,1666.96,850.78,72.12,334.4,23.18,0,18.62,849.96,-57.79,-11.25096127
1199347200,2008,1,1,3,3,4,8,0,56.14,4344.98,1080.04,0.245368218,1899036.633,437.0645281,4511,1463.02,1385.28,404.64,158.86,1682.64,979.7,71.88,334.58,19.82,0,31.38,921.18,-75.7,-14.53281883
1199349000,2008,1,1,3,3,4,8,30,58.39,4482.646,1083.32,0.239827102,2004510.359,447.1712374,4606,1523.646,1374.654,404.56,153.2,1749.86,1069.8,72,334.38,19.94,0,8.406,930.12,-74.24,-14.29837063
1199350800,2008,1,1,3,3,4,9,0,81.84,4731.06,1104.72,0.230286659,2137896.382,451.885282,4853,1725.24,1211.06,405.76,160.14,1853.16,1096.44,103.54,335.96,40.84,0,51.48,944.58,-71.06,-13.75239496
1199352600,2008,1,1,3,3,4,9,30,72.19,4875.704,1073,0.213819379,2202457.394,451.720899,5219,1781.184,1155.116,405.52,175.42,1976.12,1088.06,145.8,333.22,39.42,0,75.144,897.58,-27.62,-5.618503224
1199354400,2008,1,1,3,3,4,10,0,73.34,4965.76,1026.72,0.1981892,2231663.639,449.4102894,5219,1826.84,1466.46,405.68,187.56,2185.8,1121.48,81.34,325.28,20.76,0,59.38,839.16,-21.4,-4.412007257
1199356200,2008,1,1,3,3,4,10,30,73.34,5067.3,1071.5,0.202960156,2251283.238,444.2766835,5219,1883.68,1409.62,405.6,187.98,2202.86,1132.2,71.94,336.44,21.62,0,85.8,883.52,-51.22,-10.34183375
